CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
não especificado,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,2025-06-09,398,490.0,1.23
97,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-23,2300,1872.2,0.81
165,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-23,1800,1465.2,0.81
35,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-23,1780,1448.92,0.81
73,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-23,2240,1823.36,0.81
42,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,2000,1628.0,0.81
127,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,1100,895.4,0.81
80,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,1180,960.52,0.81
134,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,2050,1668.7,0.81
66,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,2300,1872.2,0.81
59,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-06-30,2580,2100.12,0.81
158,BOSSA NOVA,COLEÇÃO 2026,BOEMIA CARAMELO,HOT,HOT STAMPING,2025-08-04,1600,1302.4,0.81
141,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,HOT,HOT STAMPING,2025-07-28,1700,1383.8,0.81
7424,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-07-14,1050,854.7,0.81
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,2025-08-11,1200,976.8,0.81
1100,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,2025-06-30,2700,4455.0,1.65
967,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-06-30,2200,3630.0,1.65
998,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-06-30,2200,3630.0,1.65
981,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,2025-06-30,2200,3630.0,1.65
905,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,2025-07-08,1810,2986.5,1.65
974,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-07-08,1800,2970.0,1.65
1070,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-07-08,1300,2145.0,1.65
1094,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-07-08,1450,2392.5,1.65
912,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,2025-07-14,2000,3300.0,1.65
943,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-07-22,2000,3300.0,1.65
899,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-07-22,2000,3300.0,1.65
936,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-07-22,3000,4950.0,1.65
950,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-07-22,2300,3795.0,1.65
929,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-07-22,2450,4042.5,1.65
1032,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-08-11,1700,2805.0,1.65
1001,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,2025-08-11,1800,2970.0,1.65
1049,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-08-11,2000,3300.0,1.65
1025,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-08-11,2000,3300.0,1.65
1087,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,HOT,HOT STAMPING,2025-08-11,1500,1500.0,1.0
1018,ORIGENS,COLEÇÃO 2026,TERRA,HOT,HOT STAMPING,2025-08-11,2000,3300.0,1.65
1056,ORIGENS,COLEÇÃO 2026,AQUA AZUL,HOT,HOT STAMPING,2025-08-11,2150,3547.5,1.65
1063,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,HOT,HOT STAMPING,2025-08-11,1560,2574.0,1.65
8995,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-08,2500,2035.0,0.81
8957,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-08,2500,2035.0,0.81
8933,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-08,1500,1221.0,0.81
9022,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-07-08,2000,1628.0,0.81
9169,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-08,1300,1058.0,0.81
9183,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-07-08,1200,976.8,0.81
9190,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-08,2270,1847.78,0.81
8988,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-08,2900,2360.6,0.81
9008,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-08,2500,2035.0,0.81
9015,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-14,3000,2442.0,0.81
9176,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-14,1300,1058.2,0.81
8964,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-07-22,4200,6837.6,1.63
8971,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-22,3500,2849.0,0.81
8940,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-07-22,2300,1872.2,0.81
9206,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-28,1800,1465.2,0.81
9046,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-28,1600,1302.4,0.81
9138,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-28,1200,976.8,0.81
9107,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-08-04,1500,1221.0,0.81
9121,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-08-04,1200,976.8,0.81
8926,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-08,1500,1221.0,0.81
9114,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-08-04,2100,1709.4,0.81
9077,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-08-04,2000,1628.0,0.81
9084,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-08-04,1700,1383.8,0.81
9053,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-08-04,2300,1872.2,0.81
9091,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-08-04,2300,1872.2,0.81
9213,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-08-04,1800,1465.2,0.81
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-08-04,2200,1790.8,0.81
9039,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-08-04,2000,1628.0,0.81
9220,JARDIM,COLEÇÃO 2026,OFF WHITE,HOT,HOT STAMPING,2025-07-28,1200,976.8,0.81
9220,JARDIM,COLEÇÃO 2026,PRETO,HOT,HOT STAMPING,2025-07-28,1500,1221.0,0.81
9220,JARDIM,COLEÇÃO 2026,AZUL,HOT,HOT STAMPING,2025-07-28,1260,1025.6,0.81
9220,JARDIM,COLEÇÃO 2026,VERDE,HOT,HOT STAMPING,2025-08-04,1400,1139.6,0.81
9442,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,2025-07-22,1800,2930.4,1.63
9404,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,2025-07-22,1700,1383.8,0.81
9435,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-06-30,3480,2832.72,0.81
9459,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-07-28,3050,2482.7,0.81
9497,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-07-14,3800,3093.2,0.81
9473,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-07-28,3100,2523.4,0.81
9428,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-07-22,2300,1872.2,0.81
9480,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-07-14,3100,2523.4,0.81
9503,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-07-14,3300,2686.2,0.81
9411,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-07-14,2600,2116.4,0.81
9718,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-07-14,3800,3093.2,0.81
9695,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-07-08,1520,1237.28,0.81
9701,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-07-14,1300,1058.2,0.81
9572,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,2025-07-22,2450,1994.3,0.81
9589,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-07-14,2500,2035.0,0.81
9565,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-07-14,3450,2808.3,0.81
9688,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-07-11,2000,1628.0,0.81
9664,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-08-04,1500,1221.0,0.81
9657,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-08-04,1500,1221.0,0.81
9602,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-07-22,2600,2116.4,0.81
9596,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-07-22,3000,2442.0,0.81
9626,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-08-04,3100,1709.4,0.55
9633,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,2025-08-11,2300,3795.0,1.65
9619,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-08-04,2300,3744.4,1.63
9749,MELISSA,COLEÇÃO 2026,MINI BLOOMY,HOT,HOT STAMPING,2025-08-11,1500,1628.0,1.09
9534,MELISSA,COLEÇÃO 2026,PINK BLOOMY,HOT,HOT STAMPING,2025-07-22,2500,2279.2,0.91
9732,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-08-04,1280,1041.92,0.81
9541,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,HOT,HOT STAMPING,2025-08-11,2300,1872.2,0.81
9527,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-08-11,1500,1221.0,0.81
9558,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,HOT,HOT STAMPING,2025-08-11,1700,1383.3,0.81
9558,MELISSA,COLEÇÃO 2026,MAX BLOOMY,HOT,HOT STAMPING,2025-08-04,1700,1383.3,0.81
103,BOSSA NOVA,COLEÇÃO 2026,BASE CALENDARIO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2295,998.31,0.43
9145,JARDIM,COLEÇÃO 2026,BASE CALENDARIO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2295,998.31,0.43
806,FABULA,COLEÇÃO 2026,CARTÕES MESVERSARIO,LAMINAÇÃO,LAM. FOSCA FR,2025-08-04,670,400.0,0.6
806,FABULA,COLEÇÃO 2026,LUVA CARTAO MESVERSARIO,LAMINAÇÃO,LAM. FOSCA FR,2025-08-04,250,400.0,1.6
547,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2540,387.7,0.15
97,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2540,387.7,0.15
516,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,609.46,0.24
73,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,609.46,0.24
783,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1900,502.9,0.26
165,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1900,502.9,0.26
493,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,660.9,0.26
66,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,660.9,0.26
455,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1800,394.89,0.22
585,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1800,394.89,0.22
35,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1800,394.89,0.22
554,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.98,0.22
486,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.98,0.22
80,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.98,0.22
523,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2400,526.36,0.22
42,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2400,526.36,0.22
59,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2400,526.36,0.22
509,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,328.97,0.22
431,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,328.97,0.22
448,POLEN,COLEÇÃO 2026,LATA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,328.97,0.22
530,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2200,482.56,0.22
462,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2200,482.56,0.22
134,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2200,482.56,0.22
479,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.11,0.22
561,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.11,0.22
127,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.11,0.22
578,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.15,0.22
745,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.15,0.22
769,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,285.15,0.22
9794,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2000,438.67,0.22
11,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2000,438.67,0.22
28,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2000,438.67,0.22
9848,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,822.47,0.33
9190,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,822.47,0.33
9770,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.96,0.22
4,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.96,0.22
8988,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,3000,657.96,0.22
9763,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,548.32,0.22
8995,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,548.32,0.22
8957,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2500,548.32,0.22
9817,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,213.89,0.16
9930,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,213.89,0.16
9305,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,213.89,0.16
9169,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,213.89,0.16
9756,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1200,328.02,0.27
9183,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1200,328.02,0.27
9398,LIBELULAS,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,409.93,0.27
8926,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,409.93,427.56
9855,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
9244,LIBELULAS,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
8933,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
9268,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
9992,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
9275,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1500,329.04,0.22
9947,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,427.58,0.33
1070,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1300,427.58,0.33
9787,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2000,529.08,0.26
9022,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,2000,529.08,0.26
905,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1800,476.02,0.26
974,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,2025-06-16,1800,476.02,0.26
9251,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,900,148.07,0.16
não especificado,PERSONALIZADO,COLEÇÃO 2026,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,900,148.07,0.16
9985,PRAIA,COLEÇÃO 2026,ARPOADOR,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,900,148.07,0.16
9374,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,900,148.07,0.16
967,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,2200,482.5,0.22
981,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,2200,482.5,0.22
998,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-06-23,2200,482.5,0.22
9886,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.63,0.22
943,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.63,0.22
899,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.63,0.22
950,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2350,515.45,0.22
9053,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2350,515.45,0.22
8940,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2350,515.45,0.22
9879,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.61,0.22
9039,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.61,0.22
8964,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2100,460.61,0.22
707,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1850,405.76,0.22
8971,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1850,405.76,0.22
8971,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1850,405.76,0.22
677,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2050,449.58,0.22
9824,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2050,449.58,0.22
912,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2050,449.58,0.22
9978,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,BARCOS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,ARPOADOR,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1500,198.74,0.13
837,FABULA,COLEÇÃO 2026,FLORES NO QUADRADINHO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
837,FABULA,COLEÇÃO 2026,FLORES VERMELHAS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
639,POLEN,COLEÇÃO 2026,SARDINHA,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
615,POLEN,COLEÇÃO 2026,CHÁ,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-08,1550,205.38,0.13
660,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1600,526.4,0.33
1063,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1600,526.4,0.33
684,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2180,576.61,0.26
1056,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,2180,576.61,0.26
1032,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1700,449.65,0.26
9084,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1700,449.65,0.26
9350,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1100,241.27,0.22
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1100,241.27,0.22
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-14,1100,241.27,0.22
9329,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,2025-07-22,1500,335.85,0.22
820,FABULA,COLEÇÃO 2026,GULOSEIMAS,LAMINAÇÃO,LAM. FOSCA FR,2025-07-22,1500,335.85,0.22
9046,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,2025-07-22,1500,335.85,0.22
9862,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,2025-07-22,1800,403.02,0.22
